abdomen_x,abdomen_y,abdomen_z,neck_x,neck_y,neck_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow,right_hip_x,right_hip_y,right_hip_z,right_knee,right_ankle_x,right_ankle_y,right_ankle_z,left_hip_x,left_hip_y,left_hip_z,left_knee,left_ankle_x,left_ankle_y,left_ankle_z
0.08370196,0.06354574,0.09281097,-0.013674094,-0.42017278,-0.015114492,-0.3524257,-0.40667707,0.07255777,-1.7924957,0.16737214,0.559076,-0.12952134,-1.8867744,0.16961832,0.3354713,0.14074025,0.14448015,0.072602324,0.62215126,-0.17304939,0.12640168,-0.95189524,-0.096347846,1.29966,-0.005113154,0.23037045,-0.06905447
0.08370196,0.06354574,0.09281097,-0.013674094,-0.42017278,-0.015114492,-0.3524257,-0.40667707,0.07255777,-1.7924957,0.16737214,0.559076,-0.12952134,-1.8867744,0.16961832,0.3354713,0.14074025,0.14448015,0.072602324,0.62215126,-0.17304939,0.12640168,-0.95189524,-0.096347846,1.29966,-0.005113154,0.23037045,-0.06905447
0.07783491,0.063254654,0.10001216,-0.013170725,-0.42129537,-0.03414391,-0.3871423,-0.38555405,0.12569429,-1.8309317,0.15610151,0.5841607,-0.11467407,-1.919591,0.19185159,0.40432695,0.16280197,0.20936783,0.055652775,0.62897563,-0.11894623,0.12919475,-0.8861779,-0.14477582,0.9216356,-0.0019353066,0.23484375,-0.13744229
0.07783491,0.063254654,0.10001216,-0.013170725,-0.42129537,-0.03414391,-0.3871423,-0.38555405,0.12569429,-1.8309317,0.15610151,0.5841607,-0.11467407,-1.919591,0.19185159,0.40432695,0.16280197,0.20936783,0.055652775,0.62897563,-0.11894623,0.12919475,-0.8861779,-0.14477582,0.9216356,-0.0019353066,0.23484375,-0.13744229
0.11485726,0.110504344,0.11008566,-0.03397491,-0.44626698,-0.039237622,-0.4072992,-0.33470044,0.1725951,-1.8411099,0.13081883,0.5454841,-0.10244026,-1.9346336,0.25710598,0.3924839,0.181502,0.47510043,0.04626912,0.5901214,-0.11603145,0.17296618,-0.7445873,-0.16750552,0.5801869,-0.011513385,0.25491834,-0.08205982
0.11485726,0.110504344,0.11008566,-0.03397491,-0.44626698,-0.039237622,-0.4072992,-0.33470044,0.1725951,-1.8411099,0.13081883,0.5454841,-0.10244026,-1.9346336,0.25710598,0.3924839,0.181502,0.47510043,0.04626912,0.5901214,-0.11603145,0.17296618,-0.7445873,-0.16750552,0.5801869,-0.011513385,0.25491834,-0.08205982
0.09907276,0.1315949,0.10050003,-0.014395083,-0.46265867,-0.049155295,-0.38881564,-0.25516766,0.18333748,-1.8072577,0.13202904,0.48040026,-0.11223484,-1.9480125,0.2607065,0.32883874,0.123904735,0.78702754,0.065663286,0.6405467,-0.14683038,0.14865382,-0.63164294,-0.13137771,0.41303113,-0.012386375,0.20415002,-0.001289912
0.09907276,0.1315949,0.10050003,-0.014395083,-0.46265867,-0.049155295,-0.38881564,-0.25516766,0.18333748,-1.8072577,0.13202904,0.48040026,-0.11223484,-1.9480125,0.2607065,0.32883874,0.123904735,0.78702754,0.065663286,0.6405467,-0.14683038,0.14865382,-0.63164294,-0.13137771,0.41303113,-0.012386375,0.20415002,-0.001289912
0.059103012,0.13955382,0.053821616,-0.0023181746,-0.447585,-0.0439705,-0.35653636,-0.15513559,0.18281218,-1.7502277,0.14223145,0.3914877,-0.12144319,-1.9709178,0.20842224,0.20255992,0.021998778,1.1591249,0.07616658,0.6455917,-0.16603589,0.075036,-0.5419407,-0.05562397,0.36966366,-0.014066702,0.23775244,0.009736345
0.059103012,0.13955382,0.053821616,-0.0023181746,-0.447585,-0.0439705,-0.35653636,-0.15513559,0.18281218,-1.7502277,0.14223145,0.3914877,-0.12144319,-1.9709178,0.20842224,0.20255992,0.021998778,1.1591249,0.07616658,0.6455917,-0.16603589,0.075036,-0.5419407,-0.05562397,0.36966366,-0.014066702,0.23775244,0.009736345
0.023326403,0.16362381,0.054055303,0.001009295,-0.42081946,-0.030946983,-0.32425138,-0.047594965,0.16001093,-1.6729274,0.15643103,0.25980136,-0.14371984,-1.986595,0.11104958,0.101128235,-0.028568443,1.4852746,0.0739346,0.59652734,-0.18530208,0.028774668,-0.45950574,0.026960518,0.5455043,-0.013936419,-0.009662411,-0.1675251
0.023326403,0.16362381,0.054055303,0.001009295,-0.42081946,-0.030946983,-0.32425138,-0.047594965,0.16001093,-1.6729274,0.15643103,0.25980136,-0.14371984,-1.986595,0.11104958,0.101128235,-0.028568443,1.4852746,0.0739346,0.59652734,-0.18530208,0.028774668,-0.45950574,0.026960518,0.5455043,-0.013936419,-0.009662411,-0.1675251
-0.033053886,0.21146539,-0.042873867,0.02013225,-0.48188767,-0.017999018,-0.2880021,0.043489493,0.10669418,-1.5976883,0.17877449,0.045209922,-0.1703771,-1.9955504,-0.041832205,-0.06769933,-0.14714462,1.7743219,0.0785427,0.5668225,-0.21719976,-0.065930255,-0.40344885,-0.028802795,0.71277475,-0.020805078,-0.1740529,-0.10754528
-0.033053886,0.21146539,-0.042873867,0.02013225,-0.48188767,-0.017999018,-0.2880021,0.043489493,0.10669418,-1.5976883,0.17877449,0.045209922,-0.1703771,-1.9955504,-0.041832205,-0.06769933,-0.14714462,1.7743219,0.0785427,0.5668225,-0.21719976,-0.065930255,-0.40344885,-0.028802795,0.71277475,-0.020805078,-0.1740529,-0.10754528
-0.10460393,0.23388632,-0.01611592,0.032210205,-0.53444654,-0.00930783,-0.2575721,0.1466527,0.043409765,-1.5282998,0.2205516,-0.16965474,-0.18639699,-1.9958934,-0.15598254,-0.32264125,-0.093181185,1.9668784,0.06529928,0.55137354,-0.17226768,-0.13915078,-0.26990473,-0.020529974,0.72796774,-0.017459996,-0.2777428,-0.03566235
-0.10460393,0.23388632,-0.01611592,0.032210205,-0.53444654,-0.00930783,-0.2575721,0.1466527,0.043409765,-1.5282998,0.2205516,-0.16965474,-0.18639699,-1.9958934,-0.15598254,-0.32264125,-0.093181185,1.9668784,0.06529928,0.55137354,-0.17226768,-0.13915078,-0.26990473,-0.020529974,0.72796774,-0.017459996,-0.2777428,-0.03566235
-0.081530474,0.2157684,-0.08178254,0.023710493,-0.5219912,0.042073056,-0.24883522,0.23313646,0.028259706,-1.4683945,0.2543368,-0.31813937,-0.17625408,-2.00969,-0.120437324,-0.55995345,-0.09173671,1.9908545,0.062869444,0.4945438,-0.18170927,-0.12542458,-0.14063679,-0.062929325,0.6874541,-0.014951146,-0.2721392,-0.030377299
-0.081530474,0.2157684,-0.08178254,0.023710493,-0.5219912,0.042073056,-0.24883522,0.23313646,0.028259706,-1.4683945,0.2543368,-0.31813937,-0.17625408,-2.00969,-0.120437324,-0.55995345,-0.09173671,1.9908545,0.062869444,0.4945438,-0.18170927,-0.12542458,-0.14063679,-0.062929325,0.6874541,-0.014951146,-0.2721392,-0.030377299
-0.07447182,0.18075085,-0.17119633,0.011346426,-0.4842546,0.1018519,-0.2674151,0.3127146,0.048645373,-1.4264237,0.26929936,-0.36886722,-0.14263156,-2.05785,-0.09380228,-0.71745634,-0.05491697,1.8654168,0.060332566,0.43090847,-0.19776423,-0.12771066,0.033690136,-0.07631824,0.5672176,-0.012112952,-0.14672925,-0.047506675
-0.07447182,0.18075085,-0.17119633,0.011346426,-0.4842546,0.1018519,-0.2674151,0.3127146,0.048645373,-1.4264237,0.26929936,-0.36886722,-0.14263156,-2.05785,-0.09380228,-0.71745634,-0.05491697,1.8654168,0.060332566,0.43090847,-0.19776423,-0.12771066,0.033690136,-0.07631824,0.5672176,-0.012112952,-0.14672925,-0.047506675
-0.04518116,0.14389434,-0.24190587,-0.0077248793,-0.44165063,0.14489436,-0.28902113,0.39591146,0.05871748,-1.387883,0.2869583,-0.36945406,-0.16845417,-2.1353161,-0.047429394,-0.7836507,-0.02274832,1.6342511,0.060738698,0.34264868,-0.2519838,-0.095117174,0.20060311,-0.09325976,0.41903704,-0.006859622,0.12557575,-0.09698349
-0.04518116,0.14389434,-0.24190587,-0.0077248793,-0.44165063,0.14489436,-0.28902113,0.39591146,0.05871748,-1.387883,0.2869583,-0.36945406,-0.16845417,-2.1353161,-0.047429394,-0.7836507,-0.02274832,1.6342511,0.060738698,0.34264868,-0.2519838,-0.095117174,0.20060311,-0.09325976,0.41903704,-0.006859622,0.12557575,-0.09698349
-0.007922027,0.08215779,-0.2688909,-0.017280916,-0.35461017,0.16469745,-0.30929735,0.51229227,0.059333663,-1.3489515,0.29459304,-0.31450954,-0.21256918,-2.1899672,-0.0019215476,-0.7776222,0.034251966,1.3218027,0.04638973,0.27673012,-0.24217495,-0.0562217,0.43470624,-0.1258577,0.11910518,-0.019459745,0.5471649,0.022431305
-0.007922027,0.08215779,-0.2688909,-0.017280916,-0.35461017,0.16469745,-0.30929735,0.51229227,0.059333663,-1.3489515,0.29459304,-0.31450954,-0.21256918,-2.1899672,-0.0019215476,-0.7776222,0.034251966,1.3218027,0.04638973,0.27673012,-0.24217495,-0.0562217,0.43470624,-0.1258577,0.11910518,-0.019459745,0.5471649,0.022431305
-0.0022386417,0.08602268,-0.25294474,-0.018138684,-0.37109062,0.16705768,-0.3121504,0.5277283,0.026404096,-1.3220783,0.3191728,-0.35037217,-0.25943568,-2.2112422,-0.011407691,-0.7538972,0.10689891,0.96901643,0.03180635,0.22406933,-0.12064536,-0.07268031,0.55819607,-0.13665918,0.0,-0.02970931,0.70711124,0.030665517
-0.0022386417,0.08602268,-0.25294474,-0.018138684,-0.37109062,0.16705768,-0.3121504,0.5277283,0.026404096,-1.3220783,0.3191728,-0.35037217,-0.25943568,-2.2112422,-0.011407691,-0.7538972,0.10689891,0.96901643,0.03180635,0.22406933,-0.12064536,-0.07268031,0.55819607,-0.13665918,0.0,-0.02970931,0.70711124,0.030665517
-0.0031871863,0.07685957,-0.231283,-0.004594041,-0.38905966,0.16592145,-0.3035495,0.54795533,-0.014656173,-1.3103297,0.3246673,-0.31468165,-0.31649223,-2.2210646,-0.026724424,-0.67815804,0.20231266,0.5921185,0.027013019,0.21473755,-0.07295212,-0.11035962,0.57970226,-0.15151088,0.09634685,-0.029067652,0.64675814,0.04662241
-0.0031871863,0.07685957,-0.231283,-0.004594041,-0.38905966,0.16592145,-0.3035495,0.54795533,-0.014656173,-1.3103297,0.3246673,-0.31468165,-0.31649223,-2.2210646,-0.026724424,-0.67815804,0.20231266,0.5921185,0.027013019,0.21473755,-0.07295212,-0.11035962,0.57970226,-0.15151088,0.09634685,-0.029067652,0.64675814,0.04662241
-0.024924338,0.0908285,-0.21669821,-0.0077827107,-0.43553573,0.17512691,-0.29740617,0.5243471,-0.03901545,-1.2834157,0.3110424,-0.2632063,-0.33850855,-2.1921554,-0.053598814,-0.6086572,0.20944704,0.3752907,0.029308062,0.2028236,-0.11566999,-0.1732551,0.4584174,-0.14933275,0.48355824,-0.034067955,0.58085907,0.078488
-0.024924338,0.0908285,-0.21669821,-0.0077827107,-0.43553573,0.17512691,-0.29740617,0.5243471,-0.03901545,-1.2834157,0.3110424,-0.2632063,-0.33850855,-2.1921554,-0.053598814,-0.6086572,0.20944704,0.3752907,0.029308062,0.2028236,-0.11566999,-0.1732551,0.4584174,-0.14933275,0.48355824,-0.034067955,0.58085907,0.078488
-0.018348262,0.1138287,-0.18507932,-0.015968863,-0.45161796,0.18437216,-0.30089235,0.48442018,-0.049543314,-1.258462,0.27558196,-0.17789257,-0.32321158,-2.126299,-0.013669372,-0.50311506,0.1411324,0.28449225,0.041290708,0.18742256,-0.2542356,-0.16247886,0.3450243,-0.057401232,0.8823559,-0.027964829,0.60567546,0.04343395
-0.018348262,0.1138287,-0.18507932,-0.015968863,-0.45161796,0.18437216,-0.30089235,0.48442018,-0.049543314,-1.258462,0.27558196,-0.17789257,-0.32321158,-2.126299,-0.013669372,-0.50311506,0.1411324,0.28449225,0.041290708,0.18742256,-0.2542356,-0.16247886,0.3450243,-0.057401232,0.8823559,-0.027964829,0.60567546,0.04343395
0.03766187,0.16821298,-0.13878271,-0.015160557,-0.4413964,0.17005883,-0.3218726,0.40957513,-0.036405016,-1.2775357,0.23757295,-0.10244961,-0.28201014,-2.0264378,0.06859004,-0.38441828,0.06582269,0.30611837,0.019920185,0.23425429,-0.02040486,-0.048509836,0.2413328,0.06567693,1.2783517,-0.03855164,0.63538754,0.08452853
0.03766187,0.16821298,-0.13878271,-0.015160557,-0.4413964,0.17005883,-0.3218726,0.40957513,-0.036405016,-1.2775357,0.23757295,-0.10244961,-0.28201014,-2.0264378,0.06859004,-0.38441828,0.06582269,0.30611837,0.019920185,0.23425429,-0.02040486,-0.048509836,0.2413328,0.06567693,1.2783517,-0.03855164,0.63538754,0.08452853
0.048546243,0.1873921,-0.098430246,-0.02281475,-0.41746393,0.1683118,-0.34259775,0.31806946,-0.02411663,-1.3278784,0.20748283,-0.004421458,-0.24807702,-1.9248304,0.10365816,-0.389636,0.057285655,0.6031676,0.018566702,-0.059256434,0.018992579,0.057353783,0.079161905,0.15285073,1.6417513,-0.039916683,0.64463985,0.0793516
0.048546243,0.1873921,-0.098430246,-0.02281475,-0.41746393,0.1683118,-0.34259775,0.31806946,-0.02411663,-1.3278784,0.20748283,-0.004421458,-0.24807702,-1.9248304,0.10365816,-0.389636,0.057285655,0.6031676,0.018566702,-0.059256434,0.018992579,0.057353783,0.079161905,0.15285073,1.6417513,-0.039916683,0.64463985,0.0793516
0.18243231,0.20980918,-0.06043413,-0.041064635,-0.46627322,0.16991596,-0.36650097,0.16609843,-0.012504266,-1.3647816,0.16437437,0.08345629,-0.20224066,-1.8476516,0.2486687,-0.3609813,0.048588093,0.7563469,0.00799881,-0.2034144,-0.089709535,0.32105532,-0.16024035,0.19010627,1.9509153,0.010691422,0.7192267,-0.06487077
0.18243231,0.20980918,-0.06043413,-0.041064635,-0.46627322,0.16991596,-0.36650097,0.16609843,-0.012504266,-1.3647816,0.16437437,0.08345629,-0.20224066,-1.8476516,0.2486687,-0.3609813,0.048588093,0.7563469,0.00799881,-0.2034144,-0.089709535,0.32105532,-0.16024035,0.19010627,1.9509153,0.010691422,0.7192267,-0.06487077
0.18596731,0.22705948,-0.07637743,-0.03404395,-0.51018935,0.13975142,-0.37184972,0.0064888555,-0.0071695014,-1.3830186,0.15103589,0.16929404,-0.17399977,-1.8162688,0.23171501,-0.2533502,0.009220828,0.7823694,0.006661187,-0.27371994,-0.0981683,0.34536186,-0.41732818,0.13663115,2.1074214,0.020124534,0.6972261,-0.09267477
0.18596731,0.22705948,-0.07637743,-0.03404395,-0.51018935,0.13975142,-0.37184972,0.0064888555,-0.0071695014,-1.3830186,0.15103589,0.16929404,-0.17399977,-1.8162688,0.23171501,-0.2533502,0.009220828,0.7823694,0.006661187,-0.27371994,-0.0981683,0.34536186,-0.41732818,0.13663115,2.1074214,0.020124534,0.6972261,-0.09267477
0.16493694,0.22229037,0.0016073199,-0.030938026,-0.5267613,0.071818635,-0.3633925,-0.10547526,-0.054910645,-1.4528868,0.16001798,0.2197609,-0.19267356,-1.823954,0.21544546,-0.15395732,0.028663892,0.75540334,0.0060905255,-0.24916941,-0.10676756,0.3090677,-0.6775757,0.13808952,2.129171,-0.005790999,0.6367531,-0.023148866
0.16493694,0.22229037,0.0016073199,-0.030938026,-0.5267613,0.071818635,-0.3633925,-0.10547526,-0.054910645,-1.4528868,0.16001798,0.2197609,-0.19267356,-1.823954,0.21544546,-0.15395732,0.028663892,0.75540334,0.0060905255,-0.24916941,-0.10676756,0.3090677,-0.6775757,0.13808952,2.129171,-0.005790999,0.6367531,-0.023148866
